1,76
2,72
3,329
4,3
5,35
6,261
7,2
8,56
9,300
10,34
11,3
12,153
13,17
13,17
13,17
14,220
15,232
16,2
17,126
18,228
19,3
20,239
21,121
22,206
23,308
24,21
25,53
26,126
27,228
28,95
29,134
30,1
31,15
32,339
33,53
34,97
35,73
35,339
36,199
37,125
38,70
39,132
40,34
41,1
42,259
43,339
44,248
45,71
46,56
47,120
48,49
49,2
50,1
50,307
51,310
52,134
53,315
54,165
55,272
56,97
57,259
58,310
59,239
60,213
61,339
62,200
63,153
64,269
65,55
66,28
67,6
68,21
69,327
70,83
71,150
72,308
73,126
73,194
74,104
75,38
76,13
77,146
78,97
79,325
80,315
81,38
82,187
83,92
84,56
85,220
86,220
87,3
88,205
89,55
90,90
91,310
92,339
93,339
94,232
95,152
96,38
97,315
98,297
99,3
100,157
101,339
102,220
103,20
104,91
105,1
106,97
107,79
108,220
109,339
110,173
111,266
112,274
113,2
114,132
115,282
116,80
117,315
118,1
119,342
120,2
121,131
122,196
123,220
124,282
125,235
126,164
127,1
128,275
129,254
130,129
131,38
132,166
133,220
134,166
135,339
136,266
137,1
138,333
139,259
140,2
141,140
142,121
143,343
144,220
145,38
146,339
147,264
148,277
149,232
150,132
151,2
152,13
153,2
154,70
155,92
156,339
157,339
158,1
159,126
160,235
161,329
162,133
163,113
164,206
165,241
166,283
167,264
168,151
169,43
170,251
171,61
171,61
172,34
173,59
174,132
175,166
176,108
177,220
178,113
179,92
180,3
181,328
182,1
183,329
184,67
185,339
186,8
187,248
188,53
189,81
190,2
191,220
191,106
192,20
193,132
194,341
195,308
196,248
197,315
198,236
199,122
200,164
201,267
202,169
203,56
204,13
205,56
206,183
207,146
208,162
209,313
209,313
210,232
211,1
212,92
213,73
214,324
215,97
216,85
217,2
218,126
219,97
220,315
220,200
220,315
221,29
222,70
223,80
224,257
225,220
226,13
227,339
228,1
229,307
230,91
231,200
232,91
233,335
234,230
235,220
236,126
237,166
238,121
239,220
240,301
241,8
242,239
243,2
244,327
245,315
246,59
247,59
248,220
249,4
250,51
251,91
252,310
252,2
253,220
254,209
255,259
256,56
257,310
258,84
259,83
260,87
261,236
262,13
263,38
264,179
265,28
266,234
267,42
268,38
269,232
270,153
270,43
271,79
272,132
273,185
274,52
275,35
276,32
277,316
278,204
279,8
280,219
281,34
282,272
283,126
