284,247
285,97
286,30
287,336
288,218
289,339
290,91
291,137
292,20
293,296
294,140
295,97
296,34
297,262
298,146
299,46
300,296
301,4
302,34
303,35
304,3
305,339
306,4
307,102
308,77
308,111
309,95
310,97
311,91
312,3
313,158
314,95
315,34
316,73
317,141
318,53
319,43
320,1
321,179
322,177
323,339
324,110
325,222
326,8
327,132
328,59
329,192
330,64
331,50
332,315
333,248
334,126
335,315
336,3
337,59
338,221
339,276
340,108
341,163
342,132
343,13
344,2
345,156
346,28
347,323
348,117
349,109
350,180
351,34
352,156
353,95
354,36
355,44
356,2
357,279
358,1
359,28
360,305
361,250
362,192
363,34
364,126
365,232
366,339
367,178
368,91
369,274
370,140
371,91
372,46
373,1
374,91
375,91
376,126
377,164
378,182
379,329
380,220
381,2
382,13
383,2
384,13
385,339
386,335
387,291
388,230
389,92
390,66
391,106
392,38
393,119
394,343
395,80
396,38
397,1
398,126
399,26
400,43
401,58
402,59
403,330
404,59
405,56
406,239
407,229
408,89
409,294
410,8
411,339
412,248
413,38
414,179
415,48
416,164
417,97
418,59
419,34
420,2
421,80
422,129
422,274
423,339
424,291
425,315
426,92
427,241
428,2
429,308
430,3
431,197
432,28
433,87
434,178
435,3
436,339
437,46
438,307
439,327
440,326
441,290
442,199
443,4
444,1
445,248
446,220
447,13
448,126
449,91
450,156
451,91
452,310
453,182
454,79
455,221
456,134
457,21
458,38
459,3
460,18
461,325
462,35
463,329
464,220
465,38
466,339
467,262
468,273
469,140
470,339
471,83
472,281
473,38
474,92
475,308
476,108
477,91
478,239
479,339
480,4
481,339
482,297
483,335
483,324
483,153
484,200
485,113
486,125
487,210
488,23
489,338
490,38
491,85
492,59
493,43
494,310
495,339
496,310
497,254
498,173
499,334
500,59
501,89
502,56
503,55
504,119
505,236
506,59
507,339
508,238
509,220
510,173
511,3
512,307
512,200
512,222
512,1
512,200
512,308
512,340
513,69
514,307
515,13
516,3
517,1
518,97
519,113
520,12
521,1
522,126
523,270
524,34
525,339
526,315
527,342
528,88
529,295
530,36
531,8
532,21
533,29
534,12
535,331
536,1
537,224
538,301
539,173
540,222
540,200
541,34
542,8
543,220
544,34
545,32
546,27
547,63
548,126
548,310
549,307
550,61
551,178
552,79
553,63
554,3
555,250
556,115
557,1
558,108
559,3
560,227
561,291
562,228
563,23
564,126
565,310
566,177
567,126
568,339
568,298
569,132
570,13
571,3
572,113
573,1
574,53
575,332
576,126
577,172
578,289
579,12
580,162
581,7
582,339
583,92
584,19
585,339
586,307
587,330
588,219
589,307
590,258
591,266
592,137
593,338
594,341
595,83
596,272
597,79
598,107
599,220
600,28
601,56
602,3
603,291
604,277
605,291
606,38
607,81
608,59
609,339
610,43
611,330
612,59
613,172
614,204
615,34
616,239
617,55
618,79
619,233
620,129
621,92
622,3
623,339
624,265
625,311
626,235
627,339
628,56
629,34
630,329
631,63
632,296
633,3
634,339
635,38
636,248
637,23
638,126
639,200
640,339
641,1
642,1
643,232
644,248
645,312
646,164
647,339
648,187
649,34
650,152
651,92
652,153
653,239
654,81
655,5
656,92
657,38
658,339
659,339
660,2
661,267
662,256
663,329
664,304
665,3
666,343
667,28
668,132
669,151
670,344
670,343
671,134
671,35
672,1
673,1
674,219
675,241
676,308
677,1
678,1
679,1
680,13
681,146
682,339
683,266
684,259
685,262
686,134
687,3
688,91
689,339
690,1
691,277
692,324
693,332
694,299
695,9
696,97
697,315
698,80
699,50
700,220
701,164
702,89
703,132
704,56
705,202
706,2
707,329
708,343
709,59
710,220
711,173
712,237
713,215
714,1
715,314
716,231
717,339
718,158
719,332
719,332
719,315
719,220
719,3
720,23
721,221
722,235
723,1
724,221
725,70
726,178
727,91
728,34
729,334
730,3
731,181
732,1
732,200
733,329
734,248
735,329
736,226
737,153
738,182
739,53
740,284
741,1
742,79
743,38
744,132
745,80
746,38
747,239
748,248
749,339
750,3
751,342
752,91
753,13
754,121
755,97
756,101
757,248
758,164
759,50
760,179
761,86
761,222
761,86
762,34
763,148
764,91
765,28
765,34
766,3
767,32
768,46
769,8
770,241
771,70
772,99
773,59
774,97
775,315
776,132
777,13
778,286
779,21
780,322
781,339
782,339
783,282
784,211
785,13
786,339
787,242
788,275
789,239
790,139
791,339
792,339
793,174
794,3
795,235
796,310
797,38
798,187
799,307
800,153
801,296
802,13
803,232
804,3
805,166
806,178
807,339
808,260
809,220
810,124
811,339
812,132
813,8
814,315
815,339
816,124
817,2
818,79
819,259
820,232
821,91
822,68
823,126
824,3
825,125
826,3
827,251
828,199
829,23
830,293
831,38
832,275
833,264
834,314
835,1
836,232
837,193
838,339
839,126
840,97
841,339
841,339
842,100
843,308
844,239
845,307
846,232
847,285
847,285
847,285
847,285
847,3
848,13
849,235
850,154
851,97
852,95
853,232
854,329
855,213
856,339
857,315
858,140
859,296
860,231
861,91
862,208
863,34
864,80
865,339
866,59
867,251
868,34
869,339
870,1
871,2
872,80
873,97
874,136
875,38
876,24
877,60
878,27
879,309
880,173
881,59
882,178
883,56
884,1
885,43
886,308
887,186
888,220
889,34
890,307
891,17
892,263
893,21
894,31
895,173
896,2
897,73
898,80
899,264
900,338
901,17
902,95
903,55
904,13
905,232
906,92
907,53
908,92
909,1
910,80
911,27
912,132
913,2
914,153
915,34
916,232
917,2
917,140
918,337
919,34
920,126
921,107
922,239
923,27
924,222
925,2
926,92
927,239
928,339
929,329
930,307
931,1
932,246
933,339
934,55
935,339
936,3
937,3
938,23
938,23
939,178
940,256
941,271
942,126
943,8
943,339
944,60
945,189
946,24
947,91
948,240
949,256
950,13
951,34
952,239
953,4
954,315
955,80
956,8
957,1
958,279
959,72
960,140
961,2
962,267
963,315
964,126
965,74
966,91
967,310
968,95
969,170
970,199
971,282
972,92
973,217
974,324
975,92
976,156
977,218
978,92
979,3
980,221
981,262
982,8
983,315
984,1
985,339
986,321
987,1
988,63
989,140
990,195
991,309
992,218
993,277
993,113
994,34
995,220
996,125
997,153
998,23
998,2
999,8
1000,262
1001,220
1002,329
1003,220
1004,97
1005,28
1006,220
1007,23
1008,156
1009,200
1010,342
1011,2
1012,249
1012,65
1013,220
1013,152
1014,97
1015,113
1016,28
1017,202
1018,2
1019,235
1020,166
1021,29
1022,2
1023,13
1024,329
1025,308
1026,59
1027,33
1028,78
1029,149
1030,339
1031,38
1032,239
1033,239
1034,307
1035,3
1036,222
1037,34
1038,339
1039,231
1040,315
1041,8
1042,56
1043,307
1044,339
1045,124
1046,241
1046,2
1047,55
1048,339
1049,184
1050,134
1051,327
1052,241
1053,13
1054,200
1054,73
1054,290
1054,239
1054,8
1054,345
1054,339
1055,239
1056,166
1057,8
1058,156
1059,121
1060,8
1061,8
1062,254
1063,43
1064,339
1065,23
1066,55
1066,274
1067,339
1068,61
1069,92
1070,63
1071,339
1072,17
1073,182
1074,251
1075,220
1076,92
1077,11
1078,26
1079,132
1080,82
1081,95
1082,332
1083,13
1084,80
1085,339
1086,46
1087,132
1088,17
1089,307
1090,63
1091,80
1092,28
1093,132
1094,8
1095,239
1096,55
1097,2
1098,220
1099,206
1100,95
1101,339
1102,104
1102,124
1103,339
1104,339
1105,4
1106,38
1107,173
1108,308
1109,2
1110,156
1111,276
1112,1
1113,2
1114,140
1115,339
1116,140
1117,2
1118,97
1119,307
1120,277
1121,315
1122,128
1123,3
1124,8
1125,220
1126,315
1127,220
1128,126
1129,7
1130,306
1131,339
1132,308
1133,8
1134,146
1135,46
1136,8
1137,34
1138,339
1139,92
1140,137
1141,178
1142,316
1143,262
1144,264
1145,17
1146,169
1147,245
1148,182
1149,200
1150,91
1151,235
1152,3
1153,299
1154,24
1155,1
1156,283
1157,165
1158,8
1159,130
1159,140
1160,310
1161,225
1162,235
1163,59
1164,70
1165,56
1166,50
1167,268
1168,13
1169,117
1170,200
1171,132
1172,160
1173,253
1174,216
1175,2
1176,79
1177,124
1178,151
1179,307
1180,97
1181,8
1182,79
1183,1
1184,2
1185,34
1186,80
1187,3
1188,74
1189,308
1190,320
1191,34
1192,9
1193,92
1194,80
1195,43
1196,302
1197,192
1198,97
1199,56
1200,67
1201,1
1202,126
1203,124
1204,1
1205,129
1206,24
1207,95
1208,162
1209,95
1210,137
1211,339
1212,2
1213,266
1214,126
1214,27
1215,269
1216,56
1217,218
1218,146
1219,275
1220,324
1221,91
1222,3
1223,318
1224,8
1225,308
1226,220
1227,156
1228,287
1229,95
1230,164
1231,2
1232,3
1233,159
1234,126
1235,113
1236,59
1237,8
1238,43
1239,132
1240,324
1241,192
1242,312
1243,173
1244,85
1245,136
1246,38
1247,106
1248,290
1249,43
1250,259
1251,252
1252,203
1253,1
1254,308
1255,339
1256,339
1256,342
1257,126
1258,42
1259,17
1259,17
1260,220
1261,2
1262,182
1263,156
1264,3
1265,243
1266,132
1267,113
1268,278
1269,13
1270,97
1271,98
1272,60
1273,248
1274,182
1275,24
1276,200
1277,97
1278,34
1279,27
1280,91
1281,201
1282,182
1283,166
1284,142
1285,192
1286,43
1287,3
1288,339
1289,222
1290,92
1291,85
1292,339
1293,220
1294,140
1295,3
1296,339
1297,280
1298,38
1299,80
1300,329
1301,53
1302,167
1303,339
1304,117
1305,91
1306,59
1307,248
1308,8
1308,59
1309,97
1310,8
1311,13
1312,339
1313,339
1314,97
1315,116
1316,339
1317,299
1318,113
1319,79
1319,221
1320,162
1320,76
1321,339
1322,59
1323,8
1324,132
1325,59
1326,329
1327,59
1328,291
1329,283
1330,67
1331,255
1332,262
1332,173
1333,199
1334,262
1335,315
1336,292
1337,335
1338,1
1339,220
1340,2
1341,307
1342,241
1343,339
1344,95
1345,10
1346,315
1347,57
1348,248
1349,97
1350,117
1351,219
1352,25
1353,59
1354,264
1355,222
1356,3
1357,220
1358,132
1359,248
1360,162
1361,199
1362,191
1363,56
1364,8
1365,115
1366,1
1367,134
1368,3
1369,53
1370,339
1371,195
1372,172
1373,91
1374,308
1375,1
1376,124
1377,45
1378,299
1379,232
1380,38
1381,311
1382,166
1383,176
1384,339
1384,339
1385,3
1386,300
1387,61
1388,168
1389,237
1390,308
1391,1
1392,38
1393,97
1394,27
1395,113
1396,1
1397,288
1398,96
1399,54
1400,164
1401,2
1402,46
1403,121
1404,79
1405,80
1406,343
1407,220
1408,223
1409,8
1410,115
1411,95
1412,300
1413,1
1414,2
1415,95
1416,47
1416,162
1417,113
1418,8
1419,162
1420,27
1421,2
1422,32
1423,169
1423,169
1424,59
1425,153
1426,59
1427,164
1428,136
1429,339
1430,173
1430,339
1430,340
1431,335
1432,59
1433,335
1434,34
1435,113
1436,220
1437,2
1438,178
1439,97
1440,258
1441,339
1442,184
1443,38
1444,2
1445,121
1446,53
1447,239
1448,209
1449,143
1450,126
1451,258
1452,7
1453,339
1454,59
1455,72
1456,339
1457,339
1458,85
1459,156
1460,91
1461,258
1462,235
1463,220
1464,2
1465,53
1466,164
1467,164
1468,97
1469,1
1470,155
1471,239
1472,330
1473,132
1474,4
1475,275
1476,220
1477,8
1478,77
1479,126
1480,220
1481,53
1482,153
1483,324
1484,3
1485,171
1486,308
1487,232
1488,3
1489,100
1490,43
1491,1
1492,3
1493,70
1494,97
1495,92
1496,13
1497,312
1498,4
1499,239
1500,308
1501,220
1502,221
1502,126
1503,43
1504,264
1505,232
1506,156
1507,339
1508,339
1509,132
1510,173
1511,267
1512,236
1513,13
1514,85
1515,157
1516,34
1517,225
1518,97
1518,95
1519,235
1520,339
1521,166
1521,53
1522,53
1523,172
1524,4
1525,164
1526,198
1527,1
1528,308
1529,113
1530,319
1531,92
1532,343
1533,307
1534,339
1535,200
1536,124
1537,34
1538,156
1539,246
1540,21
1541,56
1542,339
1543,13
1544,147
1545,55
1546,316
1547,55
1548,232
1548,166
1549,8
1550,315
1551,236
1552,232
1553,1
1554,187
1555,342
1556,108
1557,43
1558,339
1559,62
1560,126
1561,176
1562,103
1562,171
1563,131
1564,104
1565,132
1566,156
1567,63
1568,254
1569,339
1570,241
1571,23
1572,232
1573,8
1574,255
1575,59
1576,38
1577,232
1578,296
1579,35
1580,339
1581,3
1582,34
1583,269
1584,121
1585,256
1586,275
1587,55
1588,8
1589,1
1590,56
1591,22
1592,219
1592,219
1593,319
1594,241
1595,132
1596,89
1596,59
1597,339
1598,13
1599,339
1600,335
1601,53
1602,1
1603,127
1604,2
1605,56
1606,266
1607,126
1608,277
1609,223
1610,3
1611,153
1612,80
1613,162
1614,1
1615,236
1616,121
1617,339
1618,156
1619,219
1620,315
1621,212
1622,1
1623,47
1624,310
1625,164
1626,103
1627,3
1628,275
1629,214
1630,232
1631,299
1632,3
1632,3
1633,2
1634,339
1635,166
1636,315
1637,230
1638,97
1639,339
1640,1
1641,2
1642,307
1643,248
1644,97
1645,70
1646,299
1647,235
1648,124
1649,121
1650,315
1651,315
1652,91
1653,126
1653,126
1653,8
1654,220
1655,151
1656,2
1657,56
1658,339
1659,13
1660,156
1661,27
1662,182
1663,173
1664,232
1665,207
1666,195
1667,315
1668,281
1669,1
1669,104
1670,117
1671,144
1672,132
1673,59
1674,175
1675,339
1675,329
1676,13
1677,220
1678,153
1679,92
1680,341
1680,341
1681,34
1682,34
1683,56
1684,8
1685,232
1686,236
1687,186
1688,166
1689,59
1690,37
1691,253
1692,158
1693,315
1694,132
1695,204
1696,220
1697,40
1697,3
1698,7
1699,121
1700,220
1701,91
1702,92
1703,1
1703,339
1703,89
1704,232
1705,318
1706,92
1707,127
1708,257
1709,95
1710,112
1711,295
1712,153
1713,266
1714,106
1715,236
1716,164
1717,2
1718,166
1719,232
1720,97
1721,124
1722,343
1723,1
1724,123
1725,262
1726,327
1727,82
1728,53
1729,1
1730,223
1731,20
1732,291
1733,241
1734,13
1735,12
1736,222
1737,34
1738,262
1739,239
1740,3
1740,13
1741,126
1742,132
1743,225
1744,153
1745,281
1746,13
1747,70
1748,232
1749,59
1750,21
1751,43
1752,56
1753,56
1754,220
1755,1
1756,1
1757,215
1758,79
1759,27
1760,135
1761,95
1762,186
1763,3
1764,341
1765,2
1766,241
1767,3
1768,111
1769,105
1770,79
1771,38
1771,38
1772,230
1773,126
1774,27
1775,264
1776,1
1777,328
1778,329
1779,23
1780,3
1781,1
1782,93
1783,92
1783,302
1784,195
1785,216
1785,224
1786,3
1787,276
1788,310
1789,220
1790,162
1791,220
1792,14
1793,169
1794,80
1795,164
1796,296
1797,39
1798,146
1799,20
1800,56
1801,220
1802,188
1803,55
1804,3
1805,41
1806,300
1806,119
1807,219
1807,220
1808,38
1809,94
1810,315
1811,339
1812,267
1813,236
1814,248
1815,24
1816,121
1817,92
1818,220
1819,169
1820,156
1821,177
1822,310
1823,134
1824,56
1825,218
1826,315
1827,116
1828,113
1829,330
1830,262
1830,262
1830,13
1831,38
1832,8
1833,3
1833,187
1834,27
1835,299
1835,8
1836,236
1837,100
1838,38
1839,60
1840,310
1841,192
1842,153
1843,134
1844,92
1845,200
1846,38
1847,119
1848,55
1849,17
1850,59
1851,339
1852,239
1853,109
1854,58
1855,178
1856,59
1857,2
1858,103
1859,56
1860,23
1861,34
1862,220
1863,113
1864,339
1865,8
1866,164
1867,38
1868,339
1869,13
1870,296
1871,58
1872,108
1873,173
1874,132
1875,303
1876,232
1877,315
1878,339
1879,308
1880,114
1881,239
1882,8
1883,200
1884,117
1885,56
1886,13
1887,236
1888,8
1889,92
1890,153
1890,239
1891,3
1892,339
1893,156
1894,248
1895,339
1896,194
1897,13
1898,302
1899,138
1900,192
1901,221
1902,126
1903,33
1904,162
1905,34
1906,91
1907,227
1908,319
1909,51
1910,12
1911,97
1912,38
1913,38
1914,90
1915,2
1916,92
1917,262
1918,343
1919,56
1920,296
1921,166
1922,15
1923,20
1924,32
1925,35
1926,161
1927,339
1928,339
1929,259
1930,132
1931,200
1932,1
1933,91
1934,95
1935,91
1936,315
1937,9
1938,38
1939,1
1940,23
1941,8
1942,317
1943,38
1944,27
1945,179
1946,146
1947,2
1948,53
1949,244
1950,21
1951,178
1952,200
1953,310
1954,339
1955,8
1956,307
1957,309
1958,308
1959,56
1960,80
1961,241
1962,92
1963,118
1964,342
1965,13
1966,153
1967,250
1968,13
1969,4
1970,232
1971,315
1972,13
1973,339
1974,92
1975,162
1976,34
1977,315
1978,132
1979,220
1980,13
1981,302
1982,75
1983,339
1984,327
1985,124
1986,220
1987,79
1988,126
1989,59
1990,190
1991,239
1992,24
1993,339
1994,220
1994,258
1995,212
1996,24
1997,61
1998,129
1999,145
2000,97
2001,59
2002,16
2003,222
